,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
9092,3,h,SP,6.4,3078.0,3.0,0.0,0.0,597.0,,-37.7781,145.0284,Northern Metropolitan,2211.0,1
9093,2,h,S,5.2,3056.0,2.0,1.0,1.0,161.0,1910.0,-37.7646,144.9586,Northern Metropolitan,11918.0,0
9094,4,h,S,3.3,3206.0,4.0,1.0,0.0,306.0,,-37.8459,144.9574,Southern Metropolitan,3280.0,2
9095,3,h,S,12.3,3166.0,3.0,1.0,1.0,545.0,,-37.90626,145.08653,Southern Metropolitan,3224.0,1
9096,3,h,SP,18.0,3037.0,3.0,2.0,1.0,453.0,1997.0,-37.68811,144.74999,Western Metropolitan,5556.0,0
9097,3,h,S,11.2,3046.0,3.0,1.0,2.0,697.0,1960.0,-37.69795,144.94285,Northern Metropolitan,8870.0,0
9098,3,h,SP,10.7,3187.0,3.0,2.0,2.0,401.0,1926.0,-37.9062,145.0173,Southern Metropolitan,6938.0,1
9099,3,h,S,19.6,3076.0,3.0,2.0,2.0,553.0,1975.0,-37.64463,145.04155,Northern Metropolitan,10926.0,0
9100,3,h,S,9.2,3058.0,3.0,1.0,1.0,592.0,,-37.72,144.9577,Northern Metropolitan,3445.0,0
9101,3,h,S,13.7,3188.0,3.0,1.0,2.0,681.0,,-37.9462,145.0193,Southern Metropolitan,5454.0,1
9102,3,t,S,8.4,3145.0,3.0,1.0,1.0,206.0,1980.0,-37.87107,145.04991,Southern Metropolitan,8801.0,0
9103,3,t,S,23.2,3153.0,3.0,2.0,1.0,187.0,2010.0,-37.83909,145.26075,Eastern Metropolitan,5030.0,0
9104,3,t,SP,11.4,3163.0,3.0,2.0,1.0,1113.0,1990.0,-37.8972,145.0642,Southern Metropolitan,7822.0,0
9105,4,h,S,6.6,3183.0,3.0,2.0,1.0,244.0,1900.0,-37.8668,144.9928,Southern Metropolitan,2952.0,1
9106,3,h,PI,12.6,3020.0,3.0,1.0,3.0,435.0,,-37.7877,144.838,Western Metropolitan,3755.0,0
9107,5,h,S,5.9,3032.0,5.0,2.0,2.0,521.0,,-37.7778,144.9261,Western Metropolitan,6567.0,1
9108,2,u,S,6.1,3182.0,2.0,1.0,1.0,0.0,,-37.8653,144.9824,Southern Metropolitan,13240.0,0
9109,3,h,S,4.1,3142.0,3.0,1.0,2.0,302.0,,-37.84213,145.02527,Southern Metropolitan,7217.0,1
9110,2,u,S,6.1,3182.0,2.0,1.0,0.0,0.0,1930.0,-37.8707,144.9765,Southern Metropolitan,13240.0,0
9111,4,h,PI,9.5,3034.0,4.0,1.0,1.0,538.0,,-37.76518,144.85621,Western Metropolitan,4502.0,0
9112,3,h,S,17.2,3132.0,3.0,1.0,2.0,774.0,1950.0,-37.80588,145.1981,Eastern Metropolitan,6871.0,1
9113,4,h,S,13.8,3188.0,4.0,2.0,2.0,743.0,,-37.94176,145.00931,Southern Metropolitan,5454.0,2
9114,3,h,SP,7.0,3013.0,3.0,1.0,2.0,189.0,1920.0,-37.8145,144.8808,Western Metropolitan,6543.0,0
9115,4,h,S,5.6,3101.0,4.0,4.0,2.0,737.0,1910.0,-37.8042,145.0291,Southern Metropolitan,10331.0,2
9116,3,h,S,11.2,3145.0,3.0,1.0,2.0,446.0,1980.0,-37.8784,145.0654,Southern Metropolitan,8801.0,1
9117,3,h,S,16.7,3150.0,3.0,1.0,0.0,984.0,,-37.87376,145.15238,Eastern Metropolitan,15321.0,2
9118,2,u,S,7.3,3146.0,2.0,1.0,1.0,0.0,1960.0,-37.85145,145.09107,Southern Metropolitan,10412.0,0
9119,5,h,PI,7.8,3124.0,5.0,3.0,4.0,753.0,1940.0,-37.842,145.0888,Southern Metropolitan,8920.0,2
9120,3,h,S,13.0,3046.0,3.0,2.0,4.0,563.0,1950.0,-37.702,144.9173,Northern Metropolitan,8870.0,0
9121,4,h,SP,6.4,3012.0,4.0,2.0,2.0,588.0,1970.0,-37.79458,144.87271,Western Metropolitan,5058.0,1
9122,2,t,PI,8.7,3032.0,2.0,1.0,2.0,54.0,2000.0,-37.774,144.8797,Western Metropolitan,4918.0,0
9123,2,t,S,13.7,3188.0,2.0,2.0,1.0,0.0,,-37.9431,145.0118,Southern Metropolitan,5454.0,0
9124,2,h,SP,4.4,3031.0,2.0,1.0,1.0,186.0,,-37.7837,144.9338,Northern Metropolitan,3593.0,1
9125,4,h,S,8.8,3072.0,4.0,1.0,2.0,400.0,1890.0,-37.7346,145.0164,Northern Metropolitan,14577.0,0
9126,3,h,S,11.2,3042.0,3.0,1.0,1.0,822.0,,-37.7379,144.8854,Western Metropolitan,2291.0,0
9127,2,u,S,5.4,3101.0,2.0,1.0,1.0,847.0,,-37.80798,145.02347,Southern Metropolitan,10331.0,0
9128,3,h,S,24.7,3175.0,3.0,2.0,10.0,734.0,,-37.96969,145.21043,South-Eastern Metropolitan,10894.0,0
9129,4,h,SP,11.1,3025.0,4.0,1.0,4.0,851.0,,-37.8345,144.8444,Western Metropolitan,5132.0,0
9130,2,u,S,11.8,3127.0,2.0,2.0,2.0,0.0,2003.0,-37.8161,145.1098,Eastern Metropolitan,2079.0,0
9131,3,t,S,11.4,3163.0,3.0,1.0,1.0,111.0,1998.0,-37.8889,145.0495,Southern Metropolitan,7822.0,0
9132,4,h,S,13.9,3165.0,4.0,2.0,4.0,653.0,,-37.9244,145.0792,Southern Metropolitan,10969.0,1
9133,2,h,SP,11.2,3073.0,2.0,2.0,2.0,654.0,,-37.7134,145.0235,Northern Metropolitan,21650.0,0
9134,4,h,PI,18.0,3095.0,4.0,2.0,2.0,688.0,,-37.70338,145.1333,Eastern Metropolitan,2346.0,0
9135,3,h,S,16.7,3150.0,3.0,1.0,1.0,836.0,,-37.89928,145.1474,Eastern Metropolitan,15321.0,1
9136,2,h,S,11.8,3204.0,2.0,1.0,1.0,516.0,,-37.906,145.0497,Southern Metropolitan,3578.0,1
9137,3,h,S,9.2,3012.0,3.0,2.0,1.0,250.0,,-37.7905,144.8762,Western Metropolitan,3873.0,0
9138,3,h,S,10.4,3125.0,3.0,1.0,0.0,646.0,,-37.85049,145.11687,Southern Metropolitan,5678.0,1
9139,3,h,S,8.4,3072.0,3.0,1.0,2.0,493.0,,-37.74305,145.01811999999995,Northern Metropolitan,14577.0,0
9140,4,h,PI,5.3,3122.0,4.0,3.0,3.0,451.0,1970.0,-37.81633,145.02833,Southern Metropolitan,11308.0,1
9141,3,t,SP,12.1,3163.0,3.0,2.0,2.0,0.0,2013.0,-37.8939,145.0715,Southern Metropolitan,4442.0,0
9142,3,h,S,5.1,3181.0,3.0,1.0,2.0,317.0,1900.0,-37.856,144.9891,Southern Metropolitan,4380.0,1
9143,2,u,VB,6.6,3183.0,2.0,1.0,0.0,601.0,,-37.8757,144.998,Southern Metropolitan,2952.0,0
9144,3,h,S,6.5,3071.0,3.0,1.0,1.0,253.0,1910.0,-37.7566,144.9965,Northern Metropolitan,8870.0,1
9145,3,h,S,18.0,3037.0,3.0,2.0,2.0,360.0,2000.0,-37.70686,144.76989,Western Metropolitan,3640.0,0
9146,4,h,VB,10.8,3019.0,4.0,2.0,1.0,283.0,1990.0,-37.7908,144.8485,Western Metropolitan,3589.0,0
9147,3,h,S,7.8,3012.0,2.0,1.0,1.0,259.0,1940.0,-37.8046,144.8831,Western Metropolitan,1808.0,0
9148,2,u,S,2.3,3051.0,2.0,1.0,1.0,2300.0,1975.0,-37.7997,144.9472,Northern Metropolitan,6821.0,0
9149,3,h,S,11.2,3127.0,3.0,2.0,2.0,585.0,1930.0,-37.8167,145.0924,Southern Metropolitan,5457.0,1
9150,3,h,S,15.0,3085.0,3.0,1.0,1.0,614.0,1978.0,-37.7305,145.08100000000005,Northern Metropolitan,1369.0,0
9151,3,h,S,24.7,3175.0,3.0,1.0,1.0,713.0,1960.0,-37.98997,145.2254,South-Eastern Metropolitan,10894.0,0
9152,2,u,SP,8.1,3161.0,2.0,1.0,1.0,0.0,1960.0,-37.8694,145.0246,Southern Metropolitan,6923.0,0
9153,4,h,PI,18.0,3095.0,4.0,2.0,2.0,782.0,,-37.70349,145.16281,Eastern Metropolitan,6990.0,0
9154,4,h,S,10.4,3125.0,4.0,2.0,4.0,514.0,2000.0,-37.84248,145.10181,Southern Metropolitan,5678.0,1
9155,3,h,S,13.9,3165.0,3.0,1.0,2.0,625.0,,-37.911,145.075,Southern Metropolitan,10969.0,1
9156,2,u,S,1.6,3066.0,3.0,2.0,1.0,0.0,1895.0,-37.8035,144.985,Northern Metropolitan,4553.0,1
9157,4,h,PI,6.4,3011.0,4.0,2.0,1.0,369.0,1910.0,-37.7914,144.8957,Western Metropolitan,7570.0,0
9158,1,u,VB,1.2,3006.0,1.0,1.0,1.0,0.0,2004.0,-37.8245,144.9622,Southern Metropolitan,8400.0,0
9159,2,u,PI,13.4,3130.0,2.0,2.0,2.0,311.0,,-37.83459000000001,145.15721000000005,Eastern Metropolitan,4387.0,0
9160,2,u,SP,13.8,3188.0,2.0,1.0,0.0,0.0,2007.0,-37.9392,145.00095,Southern Metropolitan,5454.0,0
9161,2,t,S,9.2,3058.0,2.0,1.0,1.0,145.0,2010.0,-37.7295,144.9641,Northern Metropolitan,3445.0,0
9162,2,u,S,1.6,3066.0,2.0,1.0,1.0,816.0,,-37.802,144.9848,Northern Metropolitan,4553.0,0
9163,4,h,S,8.0,3040.0,4.0,2.0,2.0,503.0,2008.0,-37.7513,144.8925,Western Metropolitan,9264.0,1
9164,4,h,S,10.5,3081.0,4.0,2.0,4.0,481.0,,-37.746,145.0511,Eastern Metropolitan,2947.0,1
9165,4,h,PI,10.8,3105.0,4.0,2.0,3.0,650.0,1960.0,-37.77352,145.09843999999995,Eastern Metropolitan,4480.0,1
9166,3,h,S,8.4,3072.0,3.0,1.0,1.0,448.0,1930.0,-37.73443,145.00201,Northern Metropolitan,14577.0,0
9167,3,h,S,5.2,3056.0,3.0,1.0,1.0,331.0,1920.0,-37.75877,144.97316,Northern Metropolitan,11918.0,1
9168,3,t,S,13.8,3188.0,3.0,2.0,2.0,220.0,2014.0,-37.93487,145.00093,Southern Metropolitan,5454.0,1
9169,3,h,S,9.2,3058.0,3.0,1.0,3.0,576.0,,-37.7269,144.9654,Northern Metropolitan,3445.0,0
9170,3,h,VB,9.7,3041.0,3.0,1.0,2.0,531.0,,-37.7192,144.9045,Western Metropolitan,3284.0,0
9171,2,h,S,6.4,3011.0,2.0,1.0,2.0,260.0,1940.0,-37.7969,144.9042,Western Metropolitan,7570.0,0
9172,3,h,S,9.7,3103.0,3.0,1.0,2.0,697.0,,-37.8044,145.0853,Southern Metropolitan,5682.0,1
9173,4,h,SP,27.2,3024.0,4.0,2.0,1.0,512.0,2005.0,-37.87959,144.60977,Western Metropolitan,5262.0,0
9174,4,h,VB,7.3,3102.0,4.0,2.0,2.0,696.0,,-37.79147,145.05334,Southern Metropolitan,,1
9175,2,t,VB,4.2,3031.0,2.0,2.0,1.0,324.0,2009.0,-37.7903,144.9345,Northern Metropolitan,5263.0,0
9176,2,h,SP,9.1,3015.0,2.0,1.0,2.0,462.0,1970.0,-37.8331,144.8715,Western Metropolitan,984.0,0
9177,4,h,S,13.8,3018.0,4.0,1.0,2.0,745.0,1950.0,-37.8658,144.8155,Western Metropolitan,5301.0,0
9178,3,h,PI,13.4,3130.0,3.0,1.0,4.0,624.0,,-37.81112,145.14043,Eastern Metropolitan,5713.0,0
9179,5,h,S,7.9,3079.0,5.0,3.0,1.0,455.0,2006.0,-37.7653,145.0392,Eastern Metropolitan,5549.0,1
9180,3,u,S,11.2,3186.0,3.0,2.0,2.0,328.0,,-37.9288,144.9954,Southern Metropolitan,10579.0,1
9181,4,h,PI,13.7,3188.0,4.0,2.0,2.0,663.0,,-37.9323,145.0137,Southern Metropolitan,5454.0,2
9182,2,u,S,3.8,3207.0,2.0,2.0,1.0,0.0,,-37.8405,144.9319,Southern Metropolitan,8648.0,1
9183,2,u,VB,6.1,3182.0,2.0,1.0,1.0,0.0,2000.0,-37.859,144.9767,Southern Metropolitan,13240.0,0
9184,3,h,S,7.8,3124.0,3.0,3.0,2.0,417.0,2016.0,-37.831,145.0621,Southern Metropolitan,8920.0,2
9185,1,u,S,3.3,3141.0,1.0,1.0,1.0,0.0,2013.0,-37.8384,144.9886,Southern Metropolitan,14887.0,0
9186,5,h,S,13.9,3108.0,5.0,5.0,2.0,669.0,2016.0,-37.7808,145.1185,Eastern Metropolitan,9028.0,2
9187,2,h,SP,1.6,3065.0,2.0,1.0,0.0,63.0,1900.0,-37.8018,144.9825,Northern Metropolitan,5825.0,1
9188,3,h,S,8.8,3072.0,3.0,1.0,2.0,620.0,,-37.7305,144.9856,Northern Metropolitan,14577.0,0
9189,1,u,SP,6.1,3182.0,1.0,1.0,1.0,678.0,,-37.8585,144.983,Southern Metropolitan,13240.0,0
9190,2,u,S,0.7,3006.0,2.0,1.0,1.0,0.0,,-37.8281,144.96627,Southern Metropolitan,8400.0,0
9191,3,h,S,11.2,3073.0,3.0,1.0,2.0,589.0,1950.0,-37.7195,144.9982,Northern Metropolitan,21650.0,0
9192,2,u,S,6.3,3143.0,2.0,1.0,2.0,0.0,,-37.8538,145.0127,Southern Metropolitan,4836.0,0
9193,4,h,PI,8.2,3012.0,4.0,1.0,2.0,528.0,1940.0,-37.7969,144.8647,Western Metropolitan,5058.0,0
9194,3,u,S,5.6,3101.0,3.0,1.0,1.0,0.0,,-37.8135,145.0355,Southern Metropolitan,10331.0,0
9195,3,h,S,12.4,3060.0,9.0,6.0,2.0,592.0,1960.0,-37.712,144.9719,Northern Metropolitan,5070.0,0
9196,3,h,S,3.5,3068.0,3.0,1.0,0.0,275.0,1915.0,-37.7779,144.9862,Northern Metropolitan,6244.0,1
9197,2,h,S,10.5,3081.0,2.0,1.0,0.0,837.0,,-37.7389,145.053,Eastern Metropolitan,2947.0,0
9198,2,u,S,11.2,3073.0,2.0,1.0,1.0,99.0,1970.0,-37.7166,144.9911,Northern Metropolitan,21650.0,0
9199,4,h,SP,9.2,3104.0,4.0,3.0,2.0,689.0,,-37.7871,145.0843,Southern Metropolitan,7809.0,1
9200,3,h,S,10.7,3187.0,3.0,2.0,2.0,315.0,2000.0,-37.9199,145.0174,Southern Metropolitan,6938.0,1
9201,3,h,S,17.9,3192.0,3.0,2.0,1.0,637.0,1950.0,-37.9746,145.07207,Southern Metropolitan,9758.0,1
9202,3,t,S,8.7,3162.0,3.0,2.0,2.0,0.0,1990.0,-37.90034,145.01283,Southern Metropolitan,5051.0,1
9203,2,u,PI,7.7,3184.0,2.0,1.0,1.0,1307.0,1960.0,-37.8838,144.9853,Southern Metropolitan,8989.0,0
9204,4,h,S,11.2,3046.0,4.0,1.0,2.0,652.0,1960.0,-37.70542,144.95127,Northern Metropolitan,2606.0,0
9205,3,h,S,14.5,3042.0,3.0,1.0,1.0,696.0,1975.0,-37.725,144.8586,Western Metropolitan,1119.0,0
9206,2,h,VB,13.8,3165.0,2.0,1.0,2.0,597.0,1959.0,-37.93574,145.06169,Southern Metropolitan,10969.0,0
9207,2,u,SP,8.0,3040.0,2.0,1.0,1.0,0.0,1975.0,-37.7461,144.9058,Western Metropolitan,9264.0,0
9208,2,u,SP,6.4,3011.0,2.0,1.0,1.0,0.0,2007.0,-37.7992,144.8961,Western Metropolitan,7570.0,0
9209,3,h,S,22.2,3172.0,3.0,2.0,2.0,534.0,,-37.98068,145.12493999999995,South-Eastern Metropolitan,3940.0,0
9210,3,u,S,4.5,3057.0,2.0,1.0,1.0,0.0,,-37.7603,144.9795,Northern Metropolitan,5533.0,0
9211,3,h,S,8.4,3015.0,3.0,2.0,2.0,0.0,2013.0,-37.8447,144.8654,Western Metropolitan,5498.0,0
9212,3,h,PI,10.2,3127.0,3.0,2.0,2.0,780.0,,-37.81403,145.08968000000004,Southern Metropolitan,5457.0,1
9213,4,h,S,8.0,3016.0,3.0,2.0,1.0,452.0,,-37.855,144.8905,Western Metropolitan,6380.0,1
9214,3,h,SP,2.5,3067.0,3.0,2.0,0.0,134.0,1900.0,-37.8093,144.9944,Northern Metropolitan,4019.0,1
9215,2,u,S,2.4,3121.0,2.0,2.0,2.0,92.0,1940.0,-37.82324000000001,144.99174,Northern Metropolitan,14949.0,1
9216,2,u,S,6.1,3182.0,2.0,2.0,1.0,0.0,2013.0,-37.8562,144.9844,Southern Metropolitan,13240.0,0
9217,3,h,S,11.0,3147.0,3.0,2.0,2.0,599.0,1930.0,-37.8673,145.0688,Southern Metropolitan,3052.0,1
9218,2,u,SP,31.7,3429.0,2.0,1.0,1.0,143.0,1999.0,-37.57063,144.70693,Western Metropolitan,14092.0,0
9219,2,u,VB,2.6,3121.0,2.0,2.0,1.0,760.0,2010.0,-37.825,144.9976,Northern Metropolitan,14949.0,0
9220,3,h,VB,6.6,3011.0,3.0,2.0,1.0,309.0,1910.0,-37.807,144.898,Western Metropolitan,2417.0,0
9221,3,h,PI,5.6,3101.0,3.0,1.0,1.0,519.0,,-37.796,145.0377,Southern Metropolitan,10331.0,1
9222,2,h,S,5.6,3101.0,2.0,1.0,2.0,667.0,,-37.8007,145.0327,Southern Metropolitan,10331.0,1
9223,2,u,SP,4.5,3057.0,2.0,1.0,1.0,0.0,,-37.76,144.9757,Northern Metropolitan,5533.0,0
9224,2,u,S,13.5,3042.0,2.0,1.0,1.0,141.0,2013.0,-37.7298,144.8883,Western Metropolitan,3464.0,0
9225,3,h,S,9.7,3103.0,4.0,2.0,2.0,650.0,,-37.8167,145.0797,Southern Metropolitan,5682.0,2
9226,2,u,S,6.5,3071.0,2.0,1.0,1.0,724.0,1975.0,-37.7564,145.0026,Northern Metropolitan,8870.0,0
9227,2,h,PI,11.2,3046.0,2.0,1.0,6.0,589.0,,-37.69708,144.92967,Northern Metropolitan,8870.0,0
9228,1,u,S,7.0,3013.0,1.0,1.0,1.0,0.0,1970.0,-37.8111,144.887,Western Metropolitan,6543.0,0
9229,2,u,S,3.5,3207.0,2.0,1.0,1.0,6830.0,,-37.84432,144.94371999999996,Southern Metropolitan,8648.0,0
9230,5,h,S,20.4,3059.0,5.0,3.0,5.0,1750.0,1990.0,-37.65439,144.89113,Northern Metropolitan,4864.0,1
9231,3,h,S,11.4,3084.0,3.0,1.0,2.0,583.0,,-37.7346,145.0715,Eastern Metropolitan,3540.0,0
9232,3,h,SP,13.5,3020.0,3.0,1.0,2.0,367.0,1970.0,-37.8018,144.8246,Western Metropolitan,6763.0,0
9233,5,h,VB,7.5,3102.0,5.0,3.0,2.0,695.0,1950.0,-37.7904,145.0548,Southern Metropolitan,2671.0,1
9234,2,u,S,7.8,3058.0,2.0,1.0,1.0,0.0,1970.0,-37.752,144.954,Northern Metropolitan,11204.0,0
9235,4,t,S,13.9,3108.0,4.0,3.0,2.0,242.0,1995.0,-37.7866,145.1046,Eastern Metropolitan,9028.0,1
9236,2,h,S,5.2,3056.0,2.0,1.0,0.0,196.0,1922.0,-37.75815,144.97366,Northern Metropolitan,11918.0,1
9237,2,u,S,7.8,3124.0,2.0,1.0,1.0,83.0,1960.0,-37.8355,145.0633,Southern Metropolitan,8920.0,0
9238,1,u,S,11.2,3073.0,1.0,1.0,1.0,0.0,1970.0,-37.7111,144.9919,Northern Metropolitan,21650.0,0
9239,3,h,S,14.0,3021.0,3.0,1.0,,546.0,,-37.7502,144.80626,Western Metropolitan,14042.0,0
9240,3,h,S,13.9,3165.0,3.0,1.0,4.0,612.0,,-37.9159,145.0733,Southern Metropolitan,10969.0,1
9241,3,h,S,14.0,3047.0,3.0,1.0,1.0,677.0,,-37.69265,144.92653,Northern Metropolitan,4294.0,0
9242,3,h,SP,14.7,3030.0,3.0,2.0,1.0,805.0,,-37.89568,144.65733,Western Metropolitan,16166.0,0
9243,3,h,VB,13.3,3020.0,3.0,1.0,1.0,556.0,,-37.7699,144.8422,Western Metropolitan,4217.0,0
9244,1,u,S,6.1,3182.0,1.0,1.0,1.0,0.0,,-37.8631,144.9749,Southern Metropolitan,13240.0,0
9245,2,h,S,6.9,3039.0,2.0,1.0,1.0,228.0,1910.0,-37.7685,144.9183,Western Metropolitan,6232.0,0
9246,5,h,PI,9.7,3103.0,5.0,3.0,2.0,600.0,2006.0,-37.8061,145.0801,Southern Metropolitan,5682.0,2
9247,2,t,S,2.0,3066.0,2.0,1.0,1.0,109.0,2001.0,-37.79737,144.98492,Northern Metropolitan,4553.0,0
9248,5,h,S,15.5,3106.0,5.0,2.0,2.0,862.0,,-37.75571,145.15521,Eastern Metropolitan,6202.0,2
9249,2,h,S,7.8,3058.0,2.0,1.0,0.0,167.0,,-37.7477,144.9647,Northern Metropolitan,11204.0,0
9250,3,h,VB,13.8,3018.0,3.0,1.0,1.0,602.0,1955.0,-37.8616,144.8116,Western Metropolitan,5301.0,0
9251,2,h,PI,5.9,3032.0,2.0,1.0,1.0,124.0,1900.0,-37.7807,144.9285,Western Metropolitan,6567.0,0
9252,3,u,PI,14.0,3166.0,3.0,1.0,2.0,160.0,1970.0,-37.8946,145.0944,Southern Metropolitan,3224.0,0
9253,3,h,S,6.9,3039.0,3.0,1.0,2.0,436.0,1910.0,-37.7704,144.9292,Western Metropolitan,6232.0,1
9254,4,u,S,10.6,3084.0,4.0,3.0,2.0,152.0,1980.0,-37.7505,145.0703,Eastern Metropolitan,2890.0,0
9255,1,u,PI,10.1,3163.0,1.0,1.0,1.0,0.0,1970.0,-37.89022,145.07333,Southern Metropolitan,4442.0,0
9256,3,h,S,9.9,3044.0,3.0,1.0,2.0,628.0,,-37.7295,144.9316,Northern Metropolitan,7485.0,0
9257,2,u,PI,11.2,3186.0,2.0,1.0,1.0,0.0,,-37.9116,144.9978,Southern Metropolitan,10579.0,0
9258,3,h,SP,12.0,3073.0,3.0,1.0,1.0,308.0,,-37.72828,145.03033,Northern Metropolitan,21650.0,0
9259,3,h,VB,11.2,3127.0,3.0,1.0,1.0,763.0,1930.0,-37.8148,145.0965,Southern Metropolitan,5457.0,1
9260,4,h,PI,9.2,3104.0,4.0,2.0,2.0,627.0,,-37.7848,145.0788,Southern Metropolitan,7809.0,1
9261,3,h,S,17.5,3169.0,3.0,1.0,2.0,613.0,,-37.93086,145.11073000000005,South-Eastern Metropolitan,4734.0,0
9262,3,h,S,12.6,3020.0,3.0,1.0,2.0,539.0,,-37.7877,144.8398,Western Metropolitan,3755.0,0
9263,5,h,S,8.0,3040.0,5.0,2.0,1.0,697.0,1920.0,-37.7459,144.9159,Western Metropolitan,9264.0,1
9264,4,h,S,4.6,3181.0,4.0,2.0,2.0,383.0,,-37.84879,144.98882,Southern Metropolitan,7717.0,2
9265,4,h,S,5.9,3055.0,3.0,1.0,1.0,589.0,1935.0,-37.7628,144.9459,Northern Metropolitan,7082.0,0
9266,3,h,S,9.7,3103.0,3.0,1.0,2.0,281.0,1995.0,-37.8013,145.0652,Southern Metropolitan,5682.0,0
9267,5,h,S,8.4,3015.0,5.0,3.0,2.0,681.0,,-37.8426,144.8731,Western Metropolitan,5498.0,1
9268,4,h,PI,31.2,3197.0,4.0,2.0,2.0,633.0,1930.0,-38.0781,145.12429,South-Eastern Metropolitan,1989.0,0
9269,4,h,PI,8.8,3072.0,9.0,8.0,7.0,1254.0,1928.0,-37.7367,144.9895,Northern Metropolitan,14577.0,0
9270,3,h,VB,5.2,3056.0,2.0,1.0,0.0,209.0,,-37.7624,144.9692,Northern Metropolitan,11918.0,0
9271,3,h,S,10.1,3163.0,3.0,2.0,1.0,483.0,1920.0,-37.89204,145.06086000000005,Southern Metropolitan,7822.0,1
9272,2,u,SP,6.4,3011.0,2.0,1.0,1.0,0.0,1960.0,-37.7903,144.891,Western Metropolitan,7570.0,0
9273,3,h,PI,14.0,3021.0,3.0,1.0,1.0,582.0,1960.0,-37.74538,144.79216,Western Metropolitan,14042.0,0
9274,3,h,PI,8.4,3015.0,3.0,1.0,6.0,761.0,,-37.8464,144.865,Western Metropolitan,5498.0,1
9275,4,h,S,13.1,3060.0,4.0,1.0,1.0,687.0,,-37.71881,144.96527,Northern Metropolitan,5070.0,0
9276,4,h,S,11.2,3073.0,4.0,1.0,1.0,518.0,1920.0,-37.726,145.0044,Northern Metropolitan,21650.0,0
9277,4,h,SP,5.4,3101.0,4.0,2.0,2.0,191.0,,-37.80001,145.03125,Southern Metropolitan,10331.0,1
9278,4,h,S,12.2,3147.0,4.0,3.0,2.0,724.0,,-37.8651,145.1107,Southern Metropolitan,2894.0,1
9279,5,h,VB,7.7,3124.0,5.0,2.0,2.0,768.0,1990.0,-37.83825,145.08163000000005,Southern Metropolitan,8920.0,2
9280,2,u,S,16.7,3150.0,2.0,1.0,1.0,345.0,2012.0,-37.89919,145.14856,Eastern Metropolitan,15321.0,0
9281,2,u,VB,4.5,3181.0,2.0,1.0,1.0,0.0,1888.0,-37.851,144.988,Southern Metropolitan,7717.0,0
9282,4,h,SP,11.4,3084.0,4.0,1.0,2.0,672.0,,-37.7438,145.0769,Eastern Metropolitan,3540.0,1
9283,4,h,S,10.3,3084.0,4.0,3.0,2.0,723.0,1950.0,-37.7615,145.0705,Eastern Metropolitan,1651.0,1
9284,4,h,S,5.2,3056.0,4.0,1.0,1.0,370.0,1940.0,-37.7728,144.9639,Northern Metropolitan,11918.0,1
9285,4,h,S,11.2,3046.0,4.0,2.0,2.0,525.0,,-37.71467,144.92528,Northern Metropolitan,2651.0,1
9286,2,h,S,6.4,3011.0,2.0,1.0,1.0,320.0,1900.0,-37.7964,144.8871,Western Metropolitan,7570.0,0
9287,3,h,S,13.5,3020.0,3.0,1.0,1.0,534.0,1970.0,-37.7887,144.8231,Western Metropolitan,6763.0,0
9288,2,u,S,5.6,3101.0,2.0,1.0,2.0,0.0,1992.0,-37.7925,145.0263,Southern Metropolitan,10331.0,0
9289,2,h,S,1.6,3065.0,2.0,1.0,0.0,128.0,,-37.7941,144.9802,Northern Metropolitan,5825.0,0
9290,2,u,S,13.7,3188.0,2.0,1.0,1.0,136.0,1970.0,-37.9427,145.0052,Southern Metropolitan,5454.0,0
9291,4,h,S,8.5,3185.0,4.0,2.0,2.0,661.0,,-37.8844,145.0117,Southern Metropolitan,4898.0,2
9292,3,h,S,5.5,3070.0,3.0,1.0,1.0,178.0,2000.0,-37.771,144.9974,Northern Metropolitan,11364.0,0
9293,2,h,S,7.3,3146.0,2.0,1.0,1.0,848.0,,-37.85875,145.08441000000005,Southern Metropolitan,10412.0,1
9294,5,h,VB,9.2,3146.0,5.0,3.0,2.0,709.0,1930.0,-37.8529,145.0806,Southern Metropolitan,10412.0,2
9295,2,u,SP,5.3,3070.0,2.0,1.0,1.0,0.0,1970.0,-37.76926,144.99157,Northern Metropolitan,11364.0,0
9296,3,h,S,11.8,3204.0,3.0,2.0,2.0,0.0,1980.0,-37.9071,145.0439,Southern Metropolitan,3578.0,1
9297,3,h,S,13.8,3107.0,3.0,2.0,2.0,751.0,1968.0,-37.77,145.1025,Eastern Metropolitan,5420.0,0
9298,2,h,S,11.2,3046.0,2.0,1.0,2.0,378.0,1955.0,-37.70175,144.93578,Northern Metropolitan,8870.0,0
9299,3,h,S,12.1,3083.0,3.0,1.0,2.0,412.0,,-37.6993,145.06193000000005,Northern Metropolitan,10175.0,0
9300,3,h,PI,16.1,3111.0,3.0,1.0,2.0,726.0,,-37.80279,145.19974,Eastern Metropolitan,4790.0,0
9301,3,h,SP,5.2,3056.0,3.0,1.0,2.0,212.0,,-37.77695,144.95785,Northern Metropolitan,11918.0,1
9302,3,h,S,7.8,3058.0,3.0,1.0,1.0,459.0,,-37.7388,144.9529,Northern Metropolitan,11204.0,0
9303,3,h,S,16.7,3150.0,3.0,2.0,1.0,658.0,,-37.90618,145.16995,South-Eastern Metropolitan,7392.0,1
